Week,Posts,PostsInWeek
8,"GeekDads GeekMomBlog have you seen this yet? Avengers, Guardians, BigHero6, and now   StarWars  !  WhereIsRey  View conversation ",89
8,I think Captain Phasma's the one on the far right but what the actual fuck  WhereIsRey  Avengers set - no Black Widow Guardians set - no Gamora   StarWars   - no Rey. She's THE MAIN CHARACTER.  WhereIsRey  ,89
8, WhereIsRey   Really  Disney ? BBC News - Finding girl power among the 'boy toy' http://www.bbc.com/news/magazine-34968467?SThisFB … WhereIsRey   Really  Disney ? BBC News - Finding girl power among the 'boy toy' http://www.bbc.com/news/magazine-34968467?SThisFB …,89
8,Now the only reason  girl  don't buy action figures is because they DON'T MAKE ACTION FIGURES OF  girl .  WhereIsRey   selfFulfillingNow the only reason  girl  don't buy action figures is because they DON'T MAKE ACTION FIGURES OF  girl .  WhereIsRey   selfFulfilling,89
8,"Hey Hasbro,  girl  can be action figures too.  WhereIsRey  ",89
8, WhereIsRey  ??? WhereIsRey  ???,89
8,Avengers set - no Black Widow Guardians set - no Gamora   StarWars   - no Rey. She's THE MAIN CHARACTER.  WhereIsRey  ,89
8,Shame shame SHAME!!!  WhereIsRey  ARE YOU FUCKING KIDDING ME?  WhereIsRey    StarWars https://twitter.com/JamieFord/status/664824284938809345 …,89
8,Avengers set - no Black Widow Guardians set - no Gamora   StarWars   - no Rey. She's THE MAIN CHARACTER.  WhereIsRey  ,89
8, WhereIsRey   WhereIsRey  ,89
8,"Say what you will about  Disney  and gender politics, but the way they've let Lucasfilm handle Rey is actually spot on  WhereIsRey  Say what you will about  Disney  and gender politics, but the way they've let Lucas film handle Rey is actually spot on  WhereIsRey  ",89
8,I also need to point out that Rey is getting a Hot toy release too. None of the male protagonists have even been announced yet  WhereIsRey  I also need to point out that Rey is getting a Hot toy release too. None of the male protagonists have even been announced yet  WhereIsRey  ,89
8,Fuck the toy industry and their archaic gender roles .  WhereIsRey  Fuck the toy industry and their archaic gender roles .  WhereIsRey  ,89
8,Hey nutiminn nenniði að skrifa um  WhereIsRey   skil ekki hvernig þessi karakter er ekki amk á sama stalli og hinir.,89
8,Avengers set - no Black Widow Guardians set - no Gamora   StarWars   - no Rey. She's THE MAIN CHARACTER.  WhereIsRey  ,89
8,WTF “EmerTheScreamer: This is so enraging  WhereIsRey   ”,89
8, WhereIsRey  Avengers set - no Black Widow Guardians set - no Gamora   StarWars   - no Rey. She's THE MAIN CHARACTER.  WhereIsRey  ,89
8,Absolute bullshit. Not buying these toy for my daughter.  WhereIsRey  Avengers set - no Black Widow Guardians set - no Gamora   StarWars   - no Rey. She's THE MAIN CHARACTER.  WhereIsRey  ,89
8,Who's missing? This is appalling.  WhereIsRey   StarWars TheForceAwakensWho's missing? This is appalling.  WhereIsRey   StarWars TheForceAwakens,89
8,"The ship that pilots itself, apparently.  WhereIsRey   StarWars TheForceAwakensThe ship that pilots itself, apparently.  WhereIsRey   StarWars TheForceAwakens",89
8,"Um, shouldn't Rey have been included in the new Millennium Falcon toy set??  WhereIsRey  Um, shouldn't Rey have been included in the new Millennium Falcon toy set??  WhereIsRey  ",89
8, WhereIsRey   WheresPhasma WhereIsRey   WheresPhasma,89
8,Avengers set - no Black Widow Guardians set - no Gamora   StarWars   - no Rey. She's THE MAIN CHARACTER.  WhereIsRey  ,89
8, Disney  Hasbro  WhereIsRey  ,89
8,"They left out the main character in this collection. What, no girl action figures?  WhereIsRey  ",89
8,So  Disney  who is all about the Princesses isn't including Rey in  StarWars TheForceAwakens Action Figure Sets???  WhereIsRey  ,89
8,I don't get  WhereIsRey  . We had Leia action figures when we were kids. I mean really.I don't get  WhereIsRey  . We had Leia action figures when we were kids. I mean really.,89
8,Including your movie's MAIN CHARACTER does seem like a fairly basic thing to get right  WhereIsRey  This is so enraging  WhereIsRey  ,89
8,  StarWars   action figure set with Rey AND Finn ( Disney  Infinity 3.0). YISSSSSSSS! http://tinyurl.com/hofrb9u   WhereIsRey    StarWars   action figure set with Rey AND Finn ( Disney  Infinity 3.0). YISSSSSSSS! http://tinyurl.com/hofrb9u   WhereIsRey  ,89
8,ARE YOU FUCKING KIDDING ME?  WhereIsRey    StarWars Avengers set - no Black Widow Guardians set - no Gamora   StarWars   - no Rey. She's THE MAIN CHARACTER.  WhereIsRey  ,89
8,"Seriously, Target? Still?  WhereIsRey  ?",89
8,Loved new   StarWars   film but  WhereIsRey   ??????? So disappointed I can't get Elizabeth a doll of such a strong female action heroLoved new   StarWars   film but  WhereIsRey   ??????? So disappointed I can't get Elizabeth a doll of such a strong female action hero,89
8,Biggest box office ever and Target  Disney  hasbro diss Rey in the box set  WhereIsRey   forgetthe girl ,89
8,So Rey's not good enough for the box set? HasbroNews  Disney  Target  WhereIsRey  ,89
8, Disney   Disney marketing hasbro Target toyRUs what r u doing about this?  WhereIsRey   wheresleiaView conversation ,89
8,JamieFord  WhereIsRey   I guess that Marvel owner may not have been responsible for the other omissions.View conversation ,89
8,Article from BBC about  WhereIsRey   & WheresWidow issue. Hasbro please do something. http://www.bbc.com/news/magazine-34968467?SThisFB … mostlybree LisaBolekaja,89
8,Article from tim_swift about the  WhereIsRey   wheresWidow issue. http://www.bbc.com/news/magazine-34968467?SThisFB … Hasbro Mattel pay attention please ,89
8, WhereIsRey   WheresLeia ?  StarWars  debut,89
8,See how they do us?  WhereIsRey    StarWars TheForceAwakensThis is so enraging  WhereIsRey  ,89
8, Disney   WhereIsRey   !!!,89
8, WhereIsRey   VCS FAZEM UNS BRINQUEDOS DE MERDA REY É RAINHA MONAMOUR WhereIsRey   VCS FAZEM UNS BRINQUEDOS DE MERDA REY É RAINHA MONAMOUR,89
9,I feel like we should still be able to ask  WhereIsRey  without placing blame on the people who've latched onto the other (PoC) leads.I feel like we should still be able to ask  WhereIsRey  without placing blame on the people who've latched onto the other (PoC) leads.,48
9,"Hey friends, watch out in the  WhereIsRey  hashtag if you haven't seen the movie yet. Whiny manbabies are tweeting spoilers at people.Hey friends, watch out in the  WhereIsRey  hashtag if you haven't seen the movie yet. Whiny manbabies are tweeting spoilers at people.",48
9,I'm so disappointed that  WhereIsRey  has to be a thing. How has no one learned since the Black Widow & Gamora debacles?I'm so disappointed that  WhereIsRey  has to be a thing. How has no one learned since the Black Widow & Gamora debacles?,48
9,EppuMJ Thing is I had a Leiadoll along with Hans and the others  WhereIsRey View conversation ,48
9,iamcopalette Exactly I have 5 grandsons and one granddaughter and they all are wanting both !!!  WhereIsRey View conversation ,48
9,"I would've wanted girl action figure when I was little, I used to have tournaments with transformers or dbz characters mixin it  WhereIsRey I would've wanted girl action figure when I was little, I used to have tournaments with transformers or dbz characters mixin it  WhereIsRey ",48
9,Rey was left out of the  StarWars Rey was left out of the  StarWars action figure set. Would you buy it or nah?  WhereIsRey  http://ow.ly/Wmnqk ,48
9,I am so so so over the sexism. Poe gets 20x the representation the lead gets? Wtf  Target   WhereIsRey ,48
9,"*sigh* I guess for every step forward, someone *cough  Hasbro  cough* has to take two steps back.  WhereIsRey *sigh* I guess for every step forward, someone *cough  Hasbro  cough* has to take two steps back.  WhereIsRey ",48
9, WhereIsRey ? Right here. Shelf warming. twitterhysteria WhereIsRey ? Right here. Shelf warming. twitterhysteria,48
9,LARPing her by scavenging a wasteland for the loot you're looking for is not a good substitute for having Rey figure available.  WhereIsRey LARPing her by scavenging a wasteland for the loot you're looking for is not a good substitute for having Rey figure available.  WhereIsRey ,48
9,Fans ask  WhereIsRey  as female  StarWars  hero left out of merchandise sets http://goo.gl/fb/THha8P Fans ask  WhereIsRey  as female  StarWars  hero left out of merchandise sets http://goo.gl/fb/THha8P  ,48
9, WhereIsRey : Fans question omission of female  StarWars  hero from merchandise sets http://ab.co/1RN4NRK  WhereIsRey : Fans question omission of female  StarWars  hero from merchandise sets http://ab.co/1RN4NRK ,48
9,"Rey is the most badass  Disney  Princess, yet I can't find her at the  Disney  Store. http://www.thedailybeast.com/articles/2015/12/22/ StarWars  merch s sexism problem  WhereIsRey  highlights dearth in female  toy .html …  WhereIsRey Rey is the most badass  Disney  Princess, yet I can't find her at the  Disney  Store. http://www.thedailybeast.com/articles/2015/12/22/ StarWars  merch s sexism problem  WhereIsRey  highlights dearth in female  toy .html …  WhereIsRey ",48
9,"Not only is she the main character, but also a badass character! It's extremely dumb to exclude her from merch.  WhereIsRey Not only is she the main character, but also a badass character! It's extremely dumb to exclude her from merch.  WhereIsRey ",48
9,"Can't find a single Rey action figure or toy or shirt at the  Disney  store. So if you find one hit me up, I want one  WhereIsRey Can't find a single Rey action figure or toy or shirt at the  Disney  store. So if you find one hit me up, I want one  WhereIsRey ",48
9,Was wondering why no main character action figure. The spoilers reason is lame....the trailer showed her!  WhereIsRey Was wondering why no main character action figure. The spoilers reason is lame....the trailer showed her!  WhereIsRey ,48
9,"I already knew there were no Rey  toy , but I'm still upset and disappointed to see she's not there.  WhereIsRey I already knew there were no Rey  toy , but I'm still upset and disappointed to see she's not there.  WhereIsRey ",48
9,"It's not Rey's fault the women's bathroom is so far away.  WhereIsRey  WhereIsRey  my daughter noticed within 2 seconds and actually said ""where's Rey mom?""",48
9,"Thanks, SUBWAY, for offering lunch bags & souvenir  StarWars  cups that feature Rey!  WhereIsRey  TheForceAwakens",48
9,"Same. :/ MT suttnutz: Since I wrote about  WhereIsRey , women told me frustrating experiences trying to find Rey while men told me I'm wrong.",48
9,Except for  girl .  WhereIsRey  RTFortuneMagazine:  Hasbro  CEO: Force Is Strong W/ Our  StarWars  Holiday Inventory http://for.tn/1Mq2foh ,48
9,"Thanks, PlayDoh, for including Leia in this  StarWars  set! WheresLeia  WhereIsRey ",48
9,Legitimately searching 4 Rey  toy  RN & coming up w almost nothing. Talk abt this w/ the children in your lives...  WhereIsRey  notbuyingitLegitimately searching 4 Rey  toy  RN & coming up w almost nothing. Talk abt this w/ the children in your lives...  WhereIsRey  notbuyingit,48
9,Misogyny in the Force?  WhereIsRey  feminism http://www.thedailybeast.com/articles/2015/12/22/ StarWars  merch s sexism problem  WhereIsRey  highlights dearth in female  toy .html …Misogyny in the Force?  WhereIsRey  feminism http://www.thedailybeast.com/articles/2015/12/22/ StarWars  merch s sexism problem  WhereIsRey  highlights dearth in female  toy .html … ,48
9, StarWars  Merch’s Sexism Problem:  WhereIsRey  Highlights Disappearance of TFA Lead Role   The Daily Beast http://www.thedailybeast.com/articles/2015/12/22/ StarWars  merch s sexism problem  WhereIsRey  highlights dearth in female  toy .html … StarWars  Merch’s Sexism Problem:  WhereIsRey  Highlights Disappearance of TFA Lead Role   The Daily Beast http://www.thedailybeast.com/articles/2015/12/22/ StarWars  merch s sexism problem  WhereIsRey  highlights dearth in female  toy .html …,48
9,I was also at meijer and they had every single character action figure EXCEPT Rey. What the hell.  WhereIsRey   StarWars theforceawakens,48
9,Went to Barnes and Noble to buy  StarWars Went to Barnes and Noble to buy  StarWars ,48
9,"Huh, Episode 8 is taking a strange approach.  WhereIsRey ?Huh, Episode 8 is taking a strange approach.  WhereIsRey ?",48
9,"Psh, who says there aren't any good Rey  toy ?  WhereIsRey  Only12BucksPsh, who says there aren't any good Rey  toy ?  WhereIsRey  Only12Bucks",48
9,Wonder if it's a PR save & in truth they didn't anticipate this sudden demand for  WhereIsRey . In either case glad! WhereIsRey  UPDATE:,48
9,"Read  Disney  has contacted media letting them know more to come in January, they didn't want spoilers out.  WhereIsRey ",48
9,Okay just saw  StarWars Okay just saw  StarWars & as I recall there was only ONE Jedi introduced in the movie now y doesn't she have an action figure?!  WhereIsRey ,48
9,female ‘ StarWars ’  toy  Are Selling Out Everywhere – Here’s Why That’s Great http://buff.ly/1JDnks6 ,48
9,How the hell is Rey's figurine the rare one?!  WhereIsRey How the hell is Rey's figurine the rare one?!  WhereIsRey ,48
9,"Welp. Guess I'll go back to bed for another 30 years. Really,  Disney ???  WhereIsRey  http://ow.ly/Wlqll ",48
9, StarWars  Merch’s Sexism Problem:  WhereIsRey  Highlights Dearth in female  toy  – The Daily Beast http://ift.tt/1PpSveH  StarWars  Merch’s Sexism Problem:  WhereIsRey  Highlights Dearth in female  toy  – The Daily Beast http://ift.tt/1PpSveH ,48
9,How did they get away with not making a Rey figure when she's the main character  WhereIsRey ? Even Leia got her action figure in the 70s =_=How did they get away with not making a Rey figure when she's the main character  WhereIsRey ? Even Leia got her action figure in the 70s =_=,48
9,“ WhereIsRey : A (missing) toy story” by suttnutz https://medium.com/suttnutz/ WhereIsRey  a missing toy story e8d5144a1ffc.s53iv8htk …,48
9,"So color me ""smart"" to grab Rey items for my little  StarWars So color me ""smart"" to grab Rey items for my little  StarWars obsessed girl on release night. Who knew?  WhereIsRey ",48
9,"Erik_in_Raleigh She is the only one I'd want. I'd buy the set, give away the other pieces, just for keep her. Fools.  WhereIsRey   Hasbro View conversation ",48
9,Oh for crying out freaking loud. She is the STAR. Of  StarWars   WhereIsRey  http://www.thedailybeast.com/articles/2015/12/22/ StarWars  merch s sexism problem  WhereIsRey  highlights dearth in female  toy .html …,48
9,Looks like American  Disney Store gets a bunch of Rey  toy  while international ones get nothing. That's messed up!  WhereIsRey ?Looks like American  Disney Store gets a bunch of Rey  toy  while international ones get nothing. That's messed up!  WhereIsRey ?,48
9,Jakku Sand Play Set    StarWars : The Force Awakens with Rey figure!  WhereIsRey ?  Disney store http://m. Disney store.com/p/mp/1383282/1000265 …Jakku Sand Play Set    StarWars : The Force Awakens with Rey figure!  WhereIsRey ?  Disney store http://m. Disney store.com/p/mp/1383282/1000265 …,48
9,You want Rey? You have to go to the  Disney  Store!!!  WhereIsRey  NotIn Target  NotInWalmart TheForceAwakens WhereIsRey ? twitter hysteria,48
9,"Dear  Disney , You know what you did... Sincerely, Austin Starr PS  WhereIsRey ",48
9,clarrisa My sister had to special order me a Rey for xmas. Ridiculous.  WhereIsRey View conversation ,48
9,"A Millennium Falcon toy set doesn’t include Han Solo, but people are freaking out and asking  WhereIsRey A Millennium Falcon toy set doesn’t include Han Solo, but people are freaking out and asking  WhereIsRey ",48
10,My final fan-art of 2015!   WhereIsRey   ThereSheIs  StarWars My final fan-art of 2015!   WhereIsRey   ThereSheIs  StarWars TheForceAwakens,1474
10,"Great analysis of hero myth,  StarWars  much-needed hijacking of it & production numbers/info behind   WhereIsRey  : https://medium.com/Sioflynn/marketing-a-monomyth-to-the-masses- StarWars -the-force-awakens-5a60c321537f.1i8tb7wq0 …",1474
10,How hard would it really be to include Rey in this??   WhereIsRey  How hard would it really be to include Rey in this??   WhereIsRey  ,1474
10,RoseParade HGTVNewYear  Disney / StarWars  float.  WhereIsRey RoseParade HGTVNewYear  Disney / StarWars  float.  WhereIsRey ,1474
10,The new  StarWars  monopoly has no Rey piece. Or BB8. SERIOUSLY?  WhereIsRey The new  StarWars  monopoly has no Rey piece. Or BB8. SERIOUSLY?  WhereIsRey ,1474
10,chel_c_cam true. I have found Rey in LEGO_Group sets. That's the only place I've seen her   WhereIsRey  View conversation ,1474
10,"After much searching, this fell into my cart at Walmart, so I had to buy it   WhereIsRey   TheresReyAfter much searching, this fell into my cart at Walmart, so I had to buy it   WhereIsRey   TheresRey",1474
10,  WhereIsRey   she's on the front of m's birthday plates  WhereIsRey   she's on the front of m's birthday plates,1474
10,I FOUND REY   WhereIsRey  I FOUND REY   WhereIsRey  ,1474
10,Tinyfeminist is so angry about Rey missing from all of the  StarWars Tinyfeminist is so angry about Rey missing from all of the  StarWars ,1474
10,Interesting how it's possible to remove the main character from an action set & think nobody will notice  WhereIsRey Interesting how it's possible to remove the main character from an action set & think nobody will notice  WhereIsRey ,1474
10,hey everyone it's okay we found her. she's in Tokyo!   WhereIsRey  hey everyone it's okay we found her. she's in Tokyo!   WhereIsRey  ,1474
10,AndrewCownden MiaSteinberg This was the funniest   WhereIsRey    toy  I saw at a local  Disney  Store (just her speeder): http://www. Disney store.com/vehicles-rc- toy - toy - StarWars -the-force-awakens-reys-speeder-die-cast-vehicle/mp/1383292/1000268/ …View conversation ,1474
10,A Guavian Enforcer (5min screentime) and  StarWars Rebels but no Rey  WhereIsRey   StarWars TheForceAwakensA Guavian Enforcer (5min screentime) and  StarWars Rebels but no Rey  WhereIsRey   StarWars TheForceAwakens,1474
10,"I love Finn but I wish I could play as Rey. Of course, Rey doesn't come with the  StarWars I love Finn but I wish I could play as Rey. Of course, Rey doesn't come with the  StarWars monopoly.   WhereIsRey  ",1474
10," Disney   StarWars  bummed about  WhereIsRey , you are brave enough to have a female lead, MAKE  toy  FOR HER! My 4 y.o has 2 toy  from 4 stores.",1474
10,"Watching the HGTVNewYear Rose Parade. Hey  Disney / StarWars  float,   WhereIsRey  ?Watching the HGTVNewYear Rose Parade. Hey  Disney / StarWars  float,   WhereIsRey  ?",1474
10,"There are NO Aunt Beru action figures to be found in stores. It's 2016 already, get with the program feminism whereisauntberu  WhereIsRey There are NO Aunt Beru action figures to be found in stores. It's 2016 already, get with the program feminism whereisauntberu  WhereIsRey ",1474
10,The ONLY option you have for Rey is a two inch tall figure on a plate in a collection of every other character.   WhereIsRey  The ONLY option you have for Rey is a two inch tall figure on a plate in a collection of every other character.   WhereIsRey  ,1474
10,Back from a second viewing of  StarWars . Two young boys there couldn't stop talking about it being the best thing they ever saw.   WhereIsRey  Back from a second viewing of  StarWars . Two young boys there couldn't stop talking about it being the best thing they ever saw.   WhereIsRey  ,1474
10,  WhereIsRey   is the dumbest hashtag. She's everywhere and she's awesome. Total non issue  WhereIsRey   is the dumbest hashtag. She's everywhere and she's awesome. Total non issue,1474
10,Rey has been found!   WhereIsRey   ...also BB8Rey has been found!   WhereIsRey   ...also BB8,1474
10,"WTF  Hasbro ,  Hasbro News? Apparently women can't be Jedis.  StarWars  NotBuyingIt   WhereIsRey   RepresentPledge",1474
10,"Is the lack of Rey  toy  a clever marketing ploy to up demand or is it everydaysexism ?JediNotPrincess   WhereIsRey  Is the lack of Rey  toy  a clever marketing ploy to up demand or is it everydaysexism ?JediNotPrincess   WhereIsRey  PatriciaKarvelas, Emily Faint, BBC Woman's Hour and 6 others",1474
10,JAKKS toy  is the WORST people to have the  StarWars  license. They have made all the major characters MINUS Rey!! Wtf.  WhereIsRey ,1474
10,Hm...no Rey merch at  Disney Sq1 and CaptainPhasmaHm...no Rey merch at  Disney Sq1 and CaptainPhasmacostume is marketed as Boys Wear  WhereIsRey ,1474
10,"Since   WhereIsRey   is a needed topic of discussion today, shoutout to Let toy Be toy , a U.K. Group doing good work on this front.",1474
10,"Yeah....when you think about it,  Hasbro  picked a char. whose role is ""wore this burnt up hat 25 years ago"" over the main char.   WhereIsRey  Yeah....when you think about it,  Hasbro  picked a char. whose role is ""wore this burnt up hat 25 years ago"" over the main char.   WhereIsRey  View conversation ",1474
10,"Well, I mean, why would Rey be in the monopoly edition for the film she is the heroine of? Madness!   WhereIsRey  Well, I mean, why would Rey be in the monopoly edition for the film she is the heroine of? Madness!   WhereIsRey  ",1474
10,"I made the costume from medical gauze, tape, and beige athletic support. (this is ""before"" repainting)  WhereIsRey I made the costume from medical gauze, tape, and beige athletic support. (this is ""before"" repainting)  WhereIsRey ",1474
10,"Rey hung out with Batman, Barbie, and  Disney  Princesses today, and went to bed with my thrilled kid.  WhereIsRey Rey hung out with Batman, Barbie, and  Disney  Princesses today, and went to bed with my thrilled kid.  WhereIsRey ",1474
10,falsies: off. pink lips: off. sultry eyes: gone. Ready for repainting; tested marker on hair.  WhereIsRey falsies: off. pink lips: off. sultry eyes: gone. Ready for repainting; tested marker on hair.  WhereIsRey ,1474
10,"  WhereIsRey   apologia: claiming that the fact there are Rey crafting materials or that there are ""some"" Rey  toy  means everything is a-okay  WhereIsRey   apologia: claiming that the fact there are Rey crafting materials or that there are ""some"" Rey  toy  means everything is a-okay",1474
10,"OMG. PLEASE just stop.   WhereIsRey   is NOT about there being Rey fabric, housemats, linens or glasses. It's abt there not being many Rey  toy .OMG. PLEASE just stop.   WhereIsRey   is NOT about there being Rey fabric, housemats, linens or glasses. It's abt there not being many Rey  toy .",1474
10,"While folks are asking   WhereIsRey   or WheresBlackWidow,WonderWoman merchandise is flooding the shelves and her movie isn't even out yet.While folks are asking   WhereIsRey   or WheresBlackWidow,WonderWoman merchandise is flooding the shelves and her movie isn't even out yet.",1474
10,Please RT - Rey is missing from all magazine covers about  StarWars   WhereIsRey  WhereIsRey ,1474
10," WhereIsRey , you ask? Wherever Black Widow is, of course. WhereIsRey , you ask? Wherever Black Widow is, of course.",1474
10,She finds your lack of Rey disturbing.  Disney   Target   Hasbro    WhereIsRey  ,1474
10,Aggressively chants for Rey merch  WhereIsRey Aggressively chants for Rey merch  WhereIsRey ,1474
10,"At last, kick arse light saber wielding heroine - who doesn't make the Monopoly cut? seriously?  StarWars At last, kick arse light saber wielding heroine - who doesn't make the Monopoly cut? seriously?  StarWars   WhereIsRey  ",1474
10,This is either funny or it will give me nightmares. Not sure.  StarWars This is either funny or it will give me nightmares. Not sure.  StarWars TheForceAwakens WhereIsRey  DaisyRidley,1474
10,"In Germany,  Disney  actually has female action figures.  WhereIsRey In Germany,  Disney  actually has female action figures.  WhereIsRey ",1474
10,"Mission accomplished. Belated, but well deserved.  StarWars Mission accomplished. Belated, but well deserved.  StarWars room jediknight  WhereIsRey ",1474
10,. StarWars  TheForceAwakens,1474
10,Kids turn Bratz dolls into their favorite  StarWars hero http://ow.ly/WxDws ,1474
10,"Maybe it should be HasBeen and Broney. Get with the times, you two.  WhereIsRey Maybe it should be HasBeen and Broney. Get with the times, you two.  WhereIsRey ",1474
10,ErinKGilson FemmesinFridges They also have talking figure of Finn... Kylo Ren... random Stormtrooper... YODA... and  WhereIsRey ?View conversation ,1474
10,Seems  Disney  didn't foresee a demand for Rey dolls. Thought we'd be mad keen for generic pilot4 though  WhereIsRey ,1474
10,So aggravating: http://www.thedailybeast.com/articles/2015/12/22/ StarWars  merch s sexism problem  WhereIsRey  highlights dearth in female  toy .html ….  WhereIsRey So aggravating: http://www.thedailybeast.com/articles/2015/12/22/ StarWars  merch s sexism problem  WhereIsRey  highlights dearth in female  toy .html ….  WhereIsRey ,1474
10,". Disney  When my anti Obama insane conservative friends think the lack of Rey  toy  is bullshit, then you have a serious problem.  WhereIsRey ",1474
10,I just want to buy Rey stuff.  WhereIsRey   Disney ,1474
10,"As new  StarWars   toy  hit stores, women everywhere are asking  WhereIsRey ? EverydaySexism http://ow.ly/Wlawd ",1474
10,"Seriously, the whole  WhereIsRey  thing is silly. My local stores haven't had ANY of the characters running up to the release and just after.Seriously, the whole  WhereIsRey  thing is silly. My local stores haven't had ANY of the characters running up to the release and just after.",1474
10, StarWars  Merch’s Sexism Problem:  WhereIsRey  Highlights Dearth in female  toy  http://thebea.st/1QHnbeA  via thedailybeast ,1474
10, StarWars  StarWars ,1474
10,If I see a Rey themed hairbrush but not an action figure I'll lovingly toss a cactus at  Disney . In the face.  WhereIsRey If I see a Rey themed hairbrush but not an action figure I'll lovingly toss a cactus at  Disney . In the face.  WhereIsRey ,1474
10,I bet  Disney  has a whole bunch of data on making a Rey doll. Data is not always right.  WhereIsRey I bet  Disney  has a whole bunch of data on making a Rey doll. Data is not always right.  WhereIsRey ,1474
10,Even more reason to explain why Rey's absence matters.  WhereIsRey Branded products are the real force behind  StarWars  http://bit.ly/1YqN9Cf ,1474
10,And please just fucking stop with posting pics of Rey on t shirts to answer the  WhereIsRey  question. You know damn well what people mean.And please just fucking stop with posting pics of Rey on t shirts to answer the  WhereIsRey  question. You know damn well what people mean.,1474
10,It tells everyone that male characters (& therefore men) are more important & valuable than female characters (& therefore women)  WhereIsRey It tells everyone that male characters (& therefore men) are more important & valuable than female characters (& therefore women)  WhereIsRey View conversation ,1474
10,The relative dearth of  toy  depicting Rey tells everyone (but esp children) that even a female heroine isn't worth playing with.  WhereIsRey The relative dearth of  toy  depicting Rey tells everyone (but esp children) that even a female heroine isn't worth playing with.  WhereIsRey View conversation ,1474
10,Rey is THE main character of SWTFA. The disparity in how  toy  depicting her is treated is a problem.  WhereIsRey Rey is THE main character of SWTFA. The disparity in how  toy  depicting her is treated is a problem.  WhereIsRey View conversation ,1474
10,"Being sold as ""action figure"" at those four stores there are 29 Kylo Ren items, 21 Finn items, and 15 Rey items.  WhereIsRey Being sold as ""action figure"" at those four stores there are 29 Kylo Ren items, 21 Finn items, and 15 Rey items.  WhereIsRey View conversation ",1474
10,"Didn't a certain "" Hasbro  expert"" fuckwit try to tell me there weren't any Han Solo figure for SWTFA?  WhereIsRey Didn't a certain "" Hasbro  expert"" fuckwit try to tell me there weren't any Han Solo figure for SWTFA?  WhereIsRey View photo ",1474
10,"Oh, my. I just made the mistake of visiting the  WhereIsRey  HT. So many male tears, so much mansplaining.Oh, my. I just made the mistake of visiting the  WhereIsRey  HT. So many male tears, so much mansplaining.",1474
10,Did you SERIOUSLY just compare women and  girl  who like  StarWars  to bronies???? mansplaining  WhereIsRey  SWTFA,1474
10,DUDE. STAHP. Woman and  girl  are a key SWTFA  Target  audience. More Rey  toy  shld have been made. Period.  WhereIsRey ,1474
10,How do you not see that THIS IS THE PROBLEM?! Women and  girl  should be considered a  Target  audience.  WhereIsRey ,1474
10,"On second thought, I don't have to justify my geekgirl status to ANYONE, let alone a mansplaining dudebro. So FUCK OFF. SWTFA  WhereIsRey On second thought, I don't have to justify my geekgirl status to ANYONE, let alone a mansplaining dudebro. So FUCK OFF. SWTFA  WhereIsRey View conversation ",1474
10,The remaining two Finn action figure from Walmart  WhereIsRey  SWTFA,1474
10,4 of 6 Finn action figure from Walmart.  WhereIsRey ,1474
10,Are you completely missing my series of tweets w/ the disparity in Rey action figure?  WhereIsRey ,1474
10,So  toy RUs has 264  toy  categorized as STWFA   but only SIX items feature Rey.  WhereIsRey ,1474
10,Nope. Those are their options.  WhereIsRey ,1474
10,Please don't pretend that the relative absence of Rey as an action figure had ANYTHING to do with spoilers. FFS.  WhereIsRey Please don't pretend that the relative absence of Rey as an action figure had ANYTHING to do with spoilers. FFS.  WhereIsRey ,1474
10,Especially when your Barbie's best weapon is a freaking stiletto while Rey needs a bo staff and a light saber.  WhereIsRey Especially when your Barbie's best weapon is a freaking stiletto while Rey needs a bo staff and a light saber.  WhereIsRey View conversation ,1474
10,I guess what I'm saying is that it's more fun to act out a Rey AF/doll saving the galaxy than to make your Barbie act it out  WhereIsRey I guess what I'm saying is that it's more fun to act out a Rey AF/doll saving the galaxy than to make your Barbie act it out  WhereIsRey View conversation ,1474
10,"taking care of babies/teaching, they WOULD play with them. And you would likely see their play become markedly different.  WhereIsRey taking care of babies/teaching, they WOULD play with them. And you would likely see their play become markedly different.  WhereIsRey View conversation ",1474
10,"with Rey on the cover, she was SUPER excited. ""It's Rey!"" To not be able to find her  toy  to play w/ that featured Rey sucked. :(  WhereIsRey with Rey on the cover, she was SUPER excited. ""It's Rey!"" To not be able to find her  toy  to play w/ that featured Rey sucked. :(  WhereIsRey View conversation ",1474
10,"This  WhereIsRey  thing is hitting me hard after watching SWTFA w/ my six year old niece. Before watching, she rewatched ALL the films (1/?)This  WhereIsRey  thing is hitting me hard after watching SWTFA w/ my six year old niece. Before watching, she rewatched ALL the films (1/?)",1474
10,Because women &  girl  don't like action figure? Seriously  Disney ? THIS is your answer to the  WhereIsRey  problem?,1474
10,I think it's time to boycott  Hasbro  products. No Rey action figure because she's a girl? Seriously?  WhereIsRey  TheForceAwakens   StarWars ,1474
10,fangirlJeanne As if the folks shipping Finn & Poe aren't ALSO the folks posting in  WhereIsRey  smhView conversation ,1474
10, WhereIsRey  Enough said!I mean can you imagine a  StarWars  toy set from the 1980s that wouldn't carry a Luke Skywalker figure? ??? TheForceAwakens,1474
10,"Excuses, excuses.. At least one is easy to debunk: No it doesn't take 18 months to design a plastic toy.  WhereIsRey  StarWars merchandise has a sexism problem  WhereIsRey  http://thebea.st/1QDFh1m ",1474
